"ITEM_TYPE_MP3MUSIC_CAT";"Mp3 category"


"Browse Music";"Browse Music"
"My Music";"My Music"
"Upload Music";"Upload Music"
"Search Music";"Search Music"
"Edit Playlist";"Edit Playlist"
"Delete Playlist";"Delete Playlist"
"Play on my Profile";"Play on my Profile"
"Disable Profile Playlist";"Disable Profile Playlist"

"Add New Songs";"Add New Songs"
"Add Music";"Add Music"
"Choose music from your computer to add to this album.";"Choose music from your computer to add to this album."
"Playlist Name";"Playlist Name"
"Playlist Description";"Playlist Description"
"Album Name";"Album Name"
"Album Description";"Album Description"
"Show this album in search results";"Show this album in search results"
"Who may see this album?";"Who may see this album?"
"Who may post comments on this album?";"Who may post comments on this album?"
"Album Artwork";"Album Artwork"
"Save Music to Album";"Save Music to Album"
"Click ""Browse..."" to select the MP3 file you would like to upload.";"Click ""Browse..."" to select the MP3 file you would like to upload."
"Edit Playlist: ";"Edit Playlist: "
"Edit Album: ";"Edit Album: "
"Upload Music:";"Upload Music:"

"Choose Playlist";"Choose Playlist"
"Add Song To Playlist";"Add Song To Playlist"
"Add to my Playlist";"Add to my Playlist"
"Create New Playlist";"Create New Playlist"
"Add Song";"Add Song"

"This playlist does not belong to you.";"This playlist does not belong to you."
"This playlist already has this song.";"This playlist already has this song."

"This album is private.";"This album is private."
"There are no songs uploaded yet.";"There are no songs uploaded yet."
"There are no songs uploaded yet";"There are no songs uploaded yet"
"Why don't you add some?";"Why don't you add some?"
"Pop-out Player";"Pop-out Player"
"%s play";"%s play";"%s plays"

"There is no music uploaded yet.";"There is no music uploaded yet."
"What is the title of this song?";"What is the title of this song?"
"The selected playlist has been deleted.";"The selected playlist has been deleted."
"The selected album has been deleted.";"The selected album has been deleted."
"Delete Playlist?";"Delete Playlist?"
"Delete Album?";"Delete Album?"
"Are you sure that you want to delete the selected playlist? This action cannot be undone.";"Are you sure that you want to delete the selected playlist? This action cannot be undone."
"Return to page";"Return to page"
"Go to my album";"Go to my album"
"Remove";"Remove"
"rename";"rename"
"Music by %s";"%s's Music"

"Loading song, please wait...";"Loading song, please wait..."
"Unable to upload music. Please click cancel and try again";"Unable to upload music. Please click cancel and try again"
"Song got lost in the mail. Please click cancel and try again";"Song got lost in the mail. Please click cancel and try again"

"Your changes have been saved.";"Your changes have been saved."
"Not allowed to edit this playlist";"Not allowed to edit this playlist"
"Max file size limit exceeded or session expired.";"Max file size limit exceeded or session expired."
"Invalid request method";"Invalid request method"
"No file";"No file"
"Invalid Upload or file too large";"Invalid Upload or file too large"
"Invalid file type";"Invalid file type"
"Upload failed by database query";"Upload failed by database query"
"Unknown database error";"Unknown database error"
"Not a valid song";"Not a valid song"
"Invalid playlist";"Invalid playlist"
"Invalid album";"Invalid album"
"You must be logged in.";"You must be logged in."
"You are not allowed to upload songs.";"You are not allowed to upload songs."
"Unable to create default playlist in database";"Unable to create default playlist in database"
"Unable to create default album in database";"Unable to create default album in database"

"These settings affect all members in your community.";"These settings affect all members in your community."
"Public Permissions";"Public Permissions"
"MUSIC_FORM_ADMIN_GLOBAL_MUSICPUBLIC_DESCRIPTION";"Select whether or not you want to let the public (visitors that are not logged-in) to view the following sections of your social network. In some cases (such as Profiles, Blogs, and Albums), if you have given them the option, your users will be able to make their pages private even though you have made them publically viewable here. For more permissions settings, please visit the General Settings page."
"Yes, the public can view albums unless they are made private.";"Yes, the public can view albums unless they are made private."
"No, the public cannot view albums.";"No, the public cannot view albums."

"Albums Per Page";"Albums Per Page"
"How many albums will be shown per page? (Enter a number between 1 and 999)";"How many albums will be shown per page? (Enter a number between 1 and 999)"
"MUSIC_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."

"Allow Viewing of Albums?";"Allow Viewing of Albums?"
MUSIC_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION;"Do you want to let members view albums? If set to no, some other settings on this page may not apply."
"No, do not allow albums to be viewed.";"No, do not allow albums to be viewed."
"Yes, allow viewing of albums.";"Yes, allow viewing of albums."
"Yes, allow viewing of all albums, even private ones.";"Yes, allow viewing of all albums, even private ones."

"Allow Editing of Albums?";"Allow Editing of Albums?"
"MUSIC_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION";"Do you want to let members edit albums? If set to no, some other settings on this page may not apply."
"No, do not allow members to edit their albums.";"No, do not allow members to edit their albums."
"Yes, allow members to edit their own albums.";"Yes, allow members to edit their own albums."
"Yes, allow members to edit all albums.";"Yes, allow members to edit all albums."

"Allow Deletion of Albums?";"Allow Deletion of Albums?"
"MUSIC_FORM_ADMIN_LEVEL_DELETE_DESCRIPTION";"Do you want to let members delete albums? If set to no, some other settings on this page may not apply."
"No, do not allow members to delete their albums.";"No, do not allow members to delete their albums."
"Yes, allow members to delete their own albums.";"Yes, allow members to delete their own albums."
"Yes, allow members to delete all albums.";"Yes, allow members to delete all albums."

"Allow Music?";"Allow Music?"
"Do you want to allow users to upload music to their profile?";"Do you want to allow users to upload music to their profile?"
"Yes, allow this member level to create albums";"Yes, allow this member level to create albums"
"No, do not allow this member level to create albums";"No, do not allow this member level to create albums"

"Album Privacy";"Album Privacy"
"MUSIC_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can see their albums. These options appear on your users' ""Upload Music"" and ""Edit Album"" pages. If you do not check any options, everyone will be allowed to view albums."

"Album Comment Options";"Album Comment Options"
"MUSIC_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post comments on their albums. If you do not check any options, everyone will be allowed to post comments on albums"

"Playlist Privacy";"Playlist Privacy"
"MUSIC_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION_PLAYLIST";"Your users can choose from any of the options checked below when they decide who can see their playlists. These options appear on your users' ""Edit Playlist"" pages. If you do not check any options, everyone will be allowed to view playlists."

"Playlist Comment Options";"Playlist Comment Options"
"MUSIC_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION_PLAYLIST";"Your users can choose from any of the options checked below when they decide who can post comments on their playlists. If you do not check any options, everyone will be allowed to post comments on playlists"

"Maximum Songs";"Maximum Songs"
"MUSIC_FORM_ADMIN_LEVEL_MAXSONGS_DESCRIPTION";"Maximum number of songs per album? (Enter a number between 1 and 999)"

"MUSIC_FORM_ADMIN_LEVEL_PMAXSONGS_DESCRIPTION";"Maximum number of songs per playlist? (Enter a number between 1 and 999)"

"Maximum Filesize";"Maximum Filesize"
"MUSIC_FORM_ADMIN_LEVEL_MAXFILESIZE_DESCRIPTION";"Maximum filesize can be uploaded (KB)? (Enter a number between 1 and 204800)"

"Maximum Storage";"Maximum Storage"
"Maximum file storage for each user (KB)";"Maximum file storage for each user (KB)"

"You are not allowed to edit this album";"You are not allowed to edit this album"
"Song was not successfully attached";"Song was not successfully attached"
"Unable to add song to album";"Unable to add song to album"
"invalid song_id";"invalid song_id"

"No albums have been created yet.";"No albums have been created yet."
"%s track";"%s track";"%s tracks"
"Created %1$s by %2$s";"Created %1$s by %2$s"
"%s minutes ago";"%s minutes ago"

"Allow Viewing of Playlists?";"Allow Viewing of Playlists?"
MUSIC_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION_PLAYLIST;"Do you want to let members view playlists? If set to no, some other settings on this page may not apply."
"No, do not allow playlists to be viewed.";"No, do not allow playlists to be viewed."
"Yes, allow viewing of playlists.";"Yes, allow viewing of playlists."
"Yes, allow viewing of all playlists, even private ones.";"Yes, allow viewing of all playlists, even private ones."

"Allow Editing of Playlists?";"Allow Editing of Playlists?"
"MUSIC_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION_PLAYLIST";"Do you want to let members edit playlists? If set to no, some other settings on this page may not apply."
"No, do not allow members to edit their playlists.";"No, do not allow members to edit their playlists."
"Yes, allow members to edit their own playlists.";"Yes, allow members to edit their own playlists."
"Yes, allow members to edit all playlists.";"Yes, allow members to edit all playlists."

"Allow Deletion of Playlists?";"Allow Deletion of Playlists?"
"MUSIC_FORM_ADMIN_LEVEL_DELETE_DESCRIPTION_PLAYLIST";"Do you want to let members delete playlists? If set to no, some other settings on this page may not apply."
"No, do not allow members to delete their playlists.";"No, do not allow members to delete their playlists."
"Yes, allow members to delete their own playlists.";"Yes, allow members to delete their own playlists."
"Yes, allow members to delete all playlists.";"Yes, allow members to delete all playlists."

"Allow Music?";"Allow Music?"
"Do you want to allow users to upload music to their profile?";"Do you want to allow users to upload music to their profile?"
"Yes, allow this member level to create playlists";"Yes, allow this member level to create playlists"
"No, do not allow this member level to create playlists";"No, do not allow this member level to create playlists"

"Mp3 Music";"Mp3 Music"
"My Playlists";"My Playlists"
"My Account";"My Account"
"Cart";"Cart"
"Download List";"Download List"
"New Playlists";"New Playlists"
"Author";"Author"
"Author: ";"Author: "
"Categories";"Categories"
"Singers";"Singers"
"Artists";"Artists"
"Downloads: ";"Downloads: "
"Song list";"Song list"
"Songs/Singers";"Songs/Singers"
"Album:";"Album:"
"Singer:";"Singer:"
"Price";"Price"
"Listens: ";"Listens: "
"Top Songs";"Top Songs"
"Top Downloads";"Top Downloads"
"Top Albums";"Top Albums"
"New Albums";"New Albums"
"Search";"Search"
"Not Update";"Not Update"
"Play";"Play"
"Add to Playlist";"Add to Playlist"
"Download";"Download"
"Add to Cart";"Add to Cart"
"listens";"listens"
"Others";"Others"
"All";"All"
"Song";"Song"
"Album";"Album"
"Artist";"Artist"
"Playlist";"Playlist"
"Created %s by ";"Created %s by "
"Edit Track";"Edit Track"
"Edit Album";"Edit Album"
"Delete Track";"Delete Track"
"Delete Album";"Delete Album"
"%s comment";"%s comment";"%s comments"
"album";"album"
"albums";"albums"
"song";"song"
"songs";"songs"
"You have ";"You have "
" in ";" in "
"playlist";"playlist"
"playlists";"playlists"
"Please read the terms of use and agree to check the box below.";"Please read the terms of use and agree to check the box below."
"I have read and fully agree with the terms.";"I have read and fully agree with the terms."
"Continue";"Continue"
"Choose music from your computer to add to this track/album.";"Choose music from your computer to add to this track/album."
"Upload New Music";"Upload New Music"
"Upload track";"Upload track"
"Upload album";"Upload album"
"Track Name";"Track Name"
"Album Name";"Album Name"
"Track Price";"Track Price"
"Album Price";"Album Price"
"When you edit to upload songs to track/album, users can have them free if you do not add price to the songs.";"When you edit to upload songs to track/album, users can have them free if you do not add price to the songs."
"Track Description";"Track Description"
"Show this track/album in search results";"Show this track/album in search results."
"Allow to download this track/album.";"Allow to download this track/album."
"Privacy";"Privacy"
"Everyone";"Everyone"
"Friends and Networks";"Friends and Networks"
"Friends of Friends";"Friends of Friends"
"Friends Only";"Friends Only"
"Just Me";"Just Me"
"Who may see this track/album?";"Who may see this track/album?"
"Comment Privacy";"Comment Privacy"
"Who may post comments on this track/album?";"Who may post comments on this track/album?"
"Track Artwork";"Track Artwork"
"Album Artwork";"Album Artwork"
"Select Category";"Select Category"
"What is category of this track/album?";"What is category of this track/album?"
"Select Singer";"Select Singer"
"What is singer of this track/album?";"What is singer of this track/album?"
"Other Singer Name";"Other Singer Name"
"Other Singer";"Other Singer"
"Clear List";"Clear List"
"Save Music to Track/Album";"Save Music to Track/Album"
"Personal Finance Account Management.";"Personal Finance Account Management."
"View my transaction history";"View my transaction history"
"Username";"Username"
"Full name";"Full name"
"Email";"Email"
"Status";"Status"
"Please read carefully all policy of music selling";"Please read carefully all policy of music selling"
"General Policy";"General Policy"
"Request Policy";"Request Policy"
"Summary";"Summary"
"Account";"Account"
"Accumulated";"Accumulated"
"Waiting";"Waiting"
"Current Amount";"Current Amount"
"Minimum amount in your account";"Minimum amount in your account"
"Maximum to request";"Maximum to request"
"You're admin.You cannot request money";"You're admin.You cannot request money"
"Sold Items Summary";"Sold Items Summary"
"Song";"Song"
"Album";"Album"
"Type";"Type"
"Boughts";"Boughts"
"Name";"Name"
"User Information";"User Information"
"Edit";"Edit"
"Click here to view message from admin with your request(s)";"Click here to view message from admin with your request(s)"
"Add account";"Add account"
"There are no messages from admin.";"There are no messages from admin."
"Close";"Close"
"There are no items in your cart.";"There are no items in your cart."
"My Cart";"My Cart"
"Nobody has uploaded a song with that criteria.";"Nobody has uploaded a song with that criteria."
"Nobody has uploaded a song yet.";"Nobody has uploaded a song yet."
"&raquo; View more";"&raquo; View more"
"Name";"Name"
"Not update";"Not update"
"Create Account";"Create Account"
"Finance Account";"Finance Account"
"Password";"Password"
"Re-type Password";"Re-type Password"
"Add Account";"Add Account"
"Seller";"Seller"
"Select all";"Select all"
"Seller ";"Seller "
"Seller: ";"Seller: "
"Type:";"Type:"
"Are you sure you want to delete the selected carts?";"Are you sure you want to delete the selected carts?"
"Check Out";"Check Out"
"Total";"Total"
"Preview";"Preview"
"Play";"Play"
"Action";"Action"
"Remove Item";"Remove Item"
"There are no items in your download list.";"There are no items in your download list."
"There are no items in your cart.";"There are no items in your cart."
"Products";"Products"
"Payment Infomation";"Payment Infomation"
"Product Total";"Product Total"
"Owner of item does not have finance account. So, you can not pay for him with this item.";"Owner of item does not have finance account. So, you can not pay for him with this item."
"Add ";"Add "
" to your cart successfully";" to your cart successfully"
"Delete album?";"Delete album?"
"Are you sure that you want to delete the selected album? This action cannot be undone.";"Are you sure that you want to delete the selected album? This action cannot be undone."
"cancel";"cancel"
"Delete";"Delete"
"or";"or"
"Delete album successfully.";"Delete album successfully."
"Save Changes";"Save Changes"
"Your items moved to your ";"Your items moved to your "
"download list ";"download list "
"Singer";"Singer"
"Browse Albums";"Browse Albums"
"Nobody has uploaded an album with that criteria.";"Nobody has uploaded an album with that criteria."
"Browse Playlists";"Browse Playlists"
"Edit song information";"Edit song information"
"Category";"Category"
"Price (USD)";"Price (USD)"
"Song Title";"Song Title"
"Your song allow free download!";"Your song allow free download!"
"Delete song successfully.";"Delete song successfully."
"This field accepts numbers only.";"This field accepts numbers only."
"Are you sure you want to delete this song?";"Are you sure you want to delete this song?"
"Nobody has uploaded an album yet.";"Nobody has uploaded an album yet."
"Nobody has uploaded a playlist with that criteria.";"Nobody has uploaded a playlist with that criteria."
"Nobody has uploaded a playlist yet.";"Nobody has uploaded a playlist yet."
"Edit Personal Information";"Edit Personal Information"
"Full name:";"Full name:"
"Email:";"Email:"
"Finance account:";"Finance account:"
"Status:";"Status:"
" Your changes have been saved.";" Your changes have been saved."
"Finance account email is not valid!";"Finance account email is not valid!"
"Email address is not valid!";"Email address is not valid!"
"You have not created any playlist yet!";"You have not created any playlist yet!"
"Click here to create one.";"Click here to create one."
"Delete playlist successfully.";"Delete playlist successfully."
"Add song successfully.";"Add song successfully."
"Add New Playlist";"Add New Playlist"
"Playlist Artwork";"Playlist Artwork"
"Show this playlist in search results";"Show this playlist in search results"
"Who may see this playlist?";"Who may see this playlist?"
"Who may post comments on this playlist?";"Who may post comments on this playlist?"
"Save Playlist";"Save Playlist"

"Select artist";"Select artist"
"What is artist of this album?";"What is artist of this album?"
"Would you like to subscribe mp3 music to this member?";"Would you like to subscribe mp3 music to this member?"
"You are already subscribed mp3 music to this member.";"You are already subscribed mp3 music to this member."
"You are now subscribed mp3 music to this member.";"You are now subscribed mp3 music to this member."
"You are already not subscribed mp3 music to this member.";"You are already not subscribed mp3 music to this member."
"Would you like to unsubscribe mp3 music from this member?";"Would you like to unsubscribe mp3 music from this member?"
"You are no longer subscribed mp3 music to this member.";"You are no longer subscribed mp3 music to this member."
"Please read the terms of use and agree to check the box below.";"Please read the terms of use and agree to check the box below."
"Only post songs in which they have the right to upload, etc.";"Only post songs in which they have the right to upload, etc."
"I have read and fully agree with the terms.";"I have read and fully agree with the terms."
"Subscribe Mp3 Music";"Subscribe Mp3 Music"
"Show this playlist in search results";"Show this playlist in search results"
"Who may see this playlist?";"Who may see this playlist?"
"Who may post comments on this playlist?";"Who may post comments on this playlist?"
"Save Playlist";"Save Playlist"
"Add New Playlist";"Add New Playlist"
"The file '%value%' has a false extension";"The file '%value%' has a false extension"
"Add song successfully.";"Add song successfully."
"Edit song information";"Edit song information"
"Category";"Category"
"Song Title";"Song Title"
"No Lyric!";"No Lyric!"
"Posted by %1s on %2s";"Posted by %1s on %2s"
"Listens: %s";"Listens: %s"
"Lyrics";"Lyrics"
"Link URL";"Link URL"
"HTML Code";"HTML Code"
"Forum Code";"Forum Code"
"Embed";"Embed"
" listens";" listens"
"Plays";"Plays"
"Featured Albums";"Featured Albums"
"%s play";"%s play";"%s plays"
"Posted %s";"Posted %s"
"Please enter keyword!";"Please enter keyword!"
"Are you sure you want to delete this song?";"Are you sure you want to delete this song?"
"Browse Albums";"Browse Albums"
"Nobody has uploaded an album with that criteria.";"Nobody has uploaded an album with that criteria."
"All Albums";"All Albums"
"Nobody has uploaded an album yet.";"Nobody has uploaded an album yet."
"Browse Playlists";"Browse Playlists"
"New playlists";"New playlists"
"Nobody has uploaded a playlist with that criteria.";"Nobody has uploaded a playlist with that criteria."
"Nobody has uploaded a playlist yet.";"Nobody has uploaded a playlist yet."
"Top songs";"Top songs"
"Top downloads";"Top downloads"
" - Preview";" - Preview"
"You do not have permission to buy it !";"You do not have permission to buy it !"
"This song is free !";"This song is free !"
"The album already in your cartshop or in download list or it is not allowed to sell or owner of item does not have finance account. Please check again!";"The album already in your cartshop or in download list or it is not allowed to sell or owner of item does not have finance account. Please check again!"
"Only post songs in which they have the right to sell, etc.";"Only post songs in which they have the right to sell, etc."
"Seller : ";"Seller : "
"Download Track";"Download Track"
"Play Track";"Play Track"
"View Track";"View Track"
"Download Album";"Download Album"
"Play Album";"Play Album"
"View Album";"View Album"
"Remove Item";"Remove Item"
"View Song List";"View Song List"
"Are you sure you want to delete the selected items ?";"Are you sure you want to delete the selected items ?"
"You do not select any item(s) to delete";"You do not select any item(s) to delete"
"Are you sure to delete this item ?";"Are you sure to delete this item ?"
"There are no songs in this album.";"There are no songs in this album."
"Click to download";"Click to download"
"Song List";"Song List"
"Created: %s";"Created: %s"
"Listens: %s - ";"Listens: %s - "
" Not Update";" Not Update"
"Sorry! Maximum number of allowed albums : %s album";"Sorry! Maximum number of allowed albums : %s album";"Sorry! Maximum number of allowed albums : %s albums"
"Fail";"Fail"
"Success";"Success"
"Type : ";"Type : "
"Other Albums";"Other Albums"
"Related Playlists";"Related Playlists"
"Other Playlists";"Other Playlists"
"Related Albums";"Related Albums"
"Select category";"Select category"
"What is category of this album?";"What is category of this album?"
"What is artist of this track/album?";"What is artist of this track/album?"
"Request";"Request"
"Amount";"Amount"
"Reason";"Reason"
"Request money";"Request money"
"Invalid request number.";"Invalid request number."
"Request false!";"Request false!"
"Request successfully!";"Request successfully!"
"You have requested ";"You have requested "
" USD before, so you only can request maximum is ";" USD before, so you only can request maximum is "
"Transaction History";"Transaction History"
"Date";"Date"
"Buyer";"Buyer"
"Item ID";"Item ID"
"Item Type";"Item Type"
"Account Seller";"Account Seller"
"Account Buyer";"Account Buyer"
"Type Tracking";"Type Tracking"
"request";"request"
"buy";"buy"
"Succ";"Succ"
"Fail";"Fail"
"ransaction History of ";"ransaction History of "
"Transaction Listing";"Transaction Listing"
"Playlist Name(*)";"Playlist Name(*)"
"Please enter full name!";"Please enter full name!"
"Buy Track";"Buy Track"
"Buy Album";"Buy Album"
"The ";"The "
" already in your cartshop or in download list. Please check again!";" already in your cartshop or in download list. Please check again!"
"Internal server error. Please contact system administrator.";"Internal server error. Please contact system administrator."
"Please specify file name for download.";"Please specify file name for download."
"File does not exist. Make sure you specified correct file name.";"File does not exist. Make sure you specified correct file name."
"Not allowed file type.";"Not allowed file type."
"No songs or albums are found!";"No songs or albums are found!"


"{item:$subject} created a new playlist: {item:$object}";"{item:$subject} created a new playlist: {item:$object}"
"{item:$subject} commented on {item:$owner}''s {item:$object:mp3music_playlist}.";"{item:$subject} commented on {item:$owner}''s {item:$object:mp3music_playlist}."
"{item:$subject} created a new album: {item:$object}";"{item:$subject} created a new album: {item:$object}"
"{item:$subject} commented on {item:$owner}''s {item:$object:mp3music_album}.";"{item:$subject} commented on {item:$owner}''s {item:$object:mp3music_album}."

# notification types
"{item:$subject} has created a new album: {item:$object}.";"{item:$subject} has created a new album: {item:$object}."


# notify_mp3music_subscribed_new
"_EMAIL_NOTIFY_MP3MUSIC_SUBSCRIBED_NEW_TITLE";"Mp3 Music Subscription"
"_EMAIL_NOTIFY_MP3MUSIC_SUBSCRIBED_NEW_DESCRIPTION";"This email is sent to someone when a album is created by a member to whom they have subscribed."
"_EMAIL_NOTIFY_MP3MUSIC_SUBSCRIBED_NEW_SUBJECT";"[sender_title] created a new album: [object_title]"
"_EMAIL_NOTIFY_MP3MUSIC_SUBSCRIBED_NEW_BODY";"[header]

[sender_title] has created a new album: [object_title].
Please click the following link to view it:

http://[host][object_link]

[footer]"
